"level","from","to","No of ClimateZones","ClimateZones"
"Phylum","acidobacteria","ws3",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","cyanobacteria","proteobacteria",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwc, EF, ET"
"Phylum","proteobacteria","ws3",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","chloroflexi","verrucomicrobia",14,"Af, Am, BSh, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","bacteroidetes","chloroflexi",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","chloroflexi","chloroflexi",14,"Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","planctomycetes",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","nitrospirae",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, EF"
"Phylum","planctomycetes","planctomycetes",13,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","gemmatimonadetes","planctomycetes",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","actinobacteria","firmicutes",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","nitrospirae","verrucomicrobia",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","verrucomicrobia",12,"Af, Am, Aw, Cfa, Csa, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","firmicutes",12,"Af, Aw, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","gemmatimonadetes",11,"Af, BSh, BSk, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","nitrospirae","planctomycetes",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Phylum","acidobacteria","elusimicrobia",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","bacteroidetes","nitrospirae",11,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Cwb, Dfb, Dwc, ET"
"Phylum","proteobacteria","spirochaetes",11,"Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwc, EF, ET"
"Phylum","chloroflexi","gemmatimonadetes",11,"Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Dwb, EF, ET"
"Phylum","gemmatimonadetes","gemmatimonadetes",10,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dwc, ET"
"Phylum","armatimonadetes","proteobacteria",10,"Af, Am, Aw, BSk, Csb, Cwb, Dfa, Dfb, Dfc, ET"
"Phylum","bacteroidetes","firmicutes",10,"Af, Am, Aw, BSk, Cfb, Csb, Dfc, Dwb, EF, ET"
"Phylum","gemmatimonadetes","nitrospirae",10,"Am, Aw, BSh, Cfa, Cfb, Csb, Dfb, Dwc, EF, ET"
"Phylum","bacteroidetes","cyanobacteria",9,"Af, Aw, BSh, Cfa, Cfb, Cwb, Dfa, Dfc, ET"
"Phylum","bacteroidetes","ws3",9,"Af, Aw, Cfa, Cfb, Csb, Cwb, Dfc, Dwb, Dwc"
"Phylum","actinobacteria","ws3",9,"Af, Am, Cfa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Phylum","spirochaetes","verrucomicrobia",9,"Af, Aw, BSk, Cfa, Cfb, Dfa, Dfc, Dwc, ET"
"Phylum","chloroflexi","planctomycetes",9,"Af, Am, Aw, BSk, Cfb, Csb, Dwb, Dwc, ET"
"Phylum","nitrospirae","nitrospirae",9,"Am, Aw, Cfa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb"
"Phylum","elusimicrobia","proteobacteria",8,"Af, BSk, Cfa, Cfb, Csb, Dfb, Dwb, ET"
"Phylum","armatimonadetes","planctomycetes",8,"Af, Am, BSk, Cfa, Cfb, Csb, Dfb, Dfc"
"Phylum","armatimonadetes","bacteroidetes",8,"Af, BSh, BSk, Cfa, Cwb, Dfa, Dwb, ET"
"Phylum","nitrospirae","ws3",8,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfb"
"Phylum","chloroflexi","nitrospirae",8,"Af, Am, BSh, BSk, Dfa, Dfb, Dfc, Dwb"
"Phylum","verrucomicrobia","ws3",7,"Af, Aw, BSh, Cfb, Csb, Dfa, Dwc"
"Phylum","acidobacteria","cyanobacteria",7,"Af, Am, Cfa, Csb, Dfc, Dwc, EF"
"Phylum","acidobacteria","spirochaetes",7,"Af, Am, Aw, Csb, Dfc, EF, ET"
"Phylum","planctomycetes","ws3",7,"Af, Am, Cfa, Cfb, Dfa, Dfc, Dwb"
"Phylum","bacteroidetes","elusimicrobia",7,"Af, Cfb, Csb, Dfc, Dwb, Dwc, ET"
"Phylum","bacteroidetes","spirochaetes",7,"Am, Cfb, Csb, Dfc, Dwb, Dwc, EF"
"Phylum","acidobacteria","armatimonadetes",7,"Am, BSh, BSk, Cfb, Csb, Dwb, Dwc"
"Phylum","cyanobacteria","cyanobacteria",7,"Aw, BSk, Csb, Dfa, Dfb, Dfc, Dwc"
"Phylum","chloroflexi","firmicutes",7,"Cfa, Cfb, Csb, Dfb, Dwb, Dwc, EF"
"Phylum","firmicutes","planctomycetes",6,"Af, BSk, Cfb, Cwb, Dfa, Dwc"
"Phylum","cyanobacteria","planctomycetes",6,"Aw, Cfa, Cfb, Csb, EF, ET"
"Phylum","elusimicrobia","gemmatimonadetes",6,"Cfa, Cfb, Dfb, Dfc, Dwb, Dwc"
"Phylum","planctomycetes","spirochaetes",5,"Af, Aw, Dwb, Dwc, EF"
"Phylum","cyanobacteria","gemmatimonadetes",4,"Af, Cfa, Csb, ET"
"Phylum","elusimicrobia","planctomycetes",4,"Af, BSk, Dwb, ET"
"Phylum","firmicutes","nitrospirae",4,"Af, Cwb, Dfc, Dwc"
"Phylum","actinobacteria","cyanobacteria",4,"Am, Csb, Dfb, ET"
"Phylum","chloroflexi","cyanobacteria",4,"BSh, BSk, Dfb, Dfc"
"Phylum","actinobacteria","elusimicrobia",4,"BSk, Cfa, Csb, Dfa"
"Phylum","gemmatimonadetes","spirochaetes",3,"Af, Am, Csb"
"Phylum","armatimonadetes","verrucomicrobia",3,"BSk, Cfa, Dfb"
"Phylum","elusimicrobia","verrucomicrobia",3,"BSk, Cfa, Cfb"
"Phylum","cyanobacteria","verrucomicrobia",3,"Cfb, Dfc, ET"
"Phylum","cyanobacteria","nitrospirae",3,"Cfb, Csb, Dfb"
"Phylum","firmicutes","spirochaetes",2,"Af, Dwb"
"Phylum","actinobacteria","spirochaetes",2,"Am, Aw"
"Phylum","cyanobacteria","firmicutes",2,"Am, ET"
"Phylum","chloroflexi","spirochaetes",2,"Aw, Cfa"
"Phylum","armatimonadetes","nitrospirae",2,"BSh, Csb"
"Phylum","cyanobacteria","spirochaetes",2,"BSk, Cfb"
"Phylum","spirochaetes","ws3",2,"BSk, Dwc"
"Phylum","armatimonadetes","gemmatimonadetes",2,"Cfb, Cwb"
"Phylum","elusimicrobia","firmicutes",1,"Af"
"Phylum","armatimonadetes","ws3",1,"BSk"
"Phylum","chloroflexi","ws3",1,"BSk"
"Phylum","cyanobacteria","ws3",1,"Cfa"
"Phylum","chloroflexi","elusimicrobia",1,"Cfa"
"Phylum","cyanobacteria","elusimicrobia",1,"Cfb"
"Phylum","nitrospirae","spirochaetes",1,"Cfb"
"Phylum","elusimicrobia","nitrospirae",1,"Cfb"
"Phylum","gemmatimonadetes","ws3",1,"Csb"
"Phylum","ws3","ws3",1,"Dfa"
"Phylum","actinobacteria","armatimonadetes",1,"Dwb"
"Phylum","firmicutes","ws3",1,"Dwb"
"Class","6","acidobacteria",19,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","deltaproteobacteria",18,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","solibacteres",18,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","alphaproteobacteria",18,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","gammaproteobacteria",18,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","betaproteobacteria",18,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","alphaproteobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","chloracidobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","gammaproteobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","saprospirae",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","betaproteobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","thermoleophilia",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","saprospirae",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","pedosphaerae",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","gammaproteobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","thermoleophilia",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","deltaproteobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloracidobacteria","chloracidobacteria",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","6","6",17,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","8","iii1",17,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","opitutae",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","solibacteres",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","5","acidobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidobacteriia","alphaproteobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","deltaproteobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","gemmatimonadetes",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","planctomycetia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","nitrospira",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloracidobacteria","saprospirae",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","chloracidobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloracidobacteria","gammaproteobacteria",16,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","betaproteobacteria",16,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","gemm",16,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","spartobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","alphaproteobacteria","sphingobacteriia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","thermoleophilia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloracidobacteria","thermoleophilia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","planctomycetia",15,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, ET"
"Class","acidobacteriia","solibacteres",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","gemmatimonadetes","saprospirae",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Class","chloracidobacteria","deltaproteobacteria",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, ET"
"Class","saprospirae","solibacteres",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","saprospirae",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","gammaproteobacteria","saprospirae",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","acidobacteriia","pedosphaerae",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","solibacteres",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","betaproteobacteria","gemmatimonadetes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","chloracidobacteria",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, ET"
"Class","6","8",15,"Af, Am, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","acidobacteriia","acidobacteriia",15,"Af, Am, Aw, BSh, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","actinobacteria",15,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Class","alphaproteobacteria","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","actinobacteria","gammaproteobacteria",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Class","8","alphaproteobacteria",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","solibacteres","solibacteres",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","pedosphaerae",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","gemmatimonadetes","solibacteres",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","1","alphaproteobacteria",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Class","betaproteobacteria","sphingobacteriia",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Class","thermoleophilia","thermoleophilia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","betaproteobacteria","thermoleophilia",14,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","gammaproteobacteria","solibacteres",14,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Class","alphaproteobacteria","ellin6529",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","planctomycetia",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Class","alphaproteobacteria","pauc37f",14,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","gammaproteobacteria","gammaproteobacteria",14,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Class","saprospirae","saprospirae",14,"Af, Am, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","spartobacteria",14,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Class","spartobacteria","spartobacteria",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","deltaproteobacteria","nitrospira",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Class","saprospirae","thermoleophilia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Class","chloracidobacteria","solibacteres",14,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Class","betaproteobacteria","pedosphaerae",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, EF, ET"
