Taxa	ClimateZone	nTaxa	degree	between	close	eigenv	Kingdom	Phylum	Class	Order	Family	Genus	Species
Taxa100	Dfc	58	0.0350877192982456	0.0151127819548872	10.3689527963434	0.00126630960412971	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	o__	f__	g__	s__
Taxa100	Cfa	58	0.0423976608187134	0.0138888888888889	8.56938312499163	0.0811956796780144	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	o__	f__	g__	s__
Taxa100	Dwb	58	0.022703818369453	0.00136370337608728	42.3430215359205	0.00105527709694613	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	o__	f__	g__	s__
Taxa100	Dwc	58	0.0253411306042885	0.0102687273739905	27.1021778964577	0.0297514990907094	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	o__	f__	g__	s__
Taxa101	Aw	58	0.0409356725146199	0.00584795321637427	10.7885872467297	0.0641446112422315	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	BSh	58	0.016374269005848	0.000647451963241437	7.98067810399502	0.0333333333333334	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	BWh	58	0.0260787102892366	0.000347151662941137	71.6566989111391	7.36270922546311e-17	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Cfb	58	0.048938134810711	0.0101569713758079	5.82100496155401	0.237430415115332	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Csa	58	0	0		1.59267454506727e-17	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Csb	58	0.0280701754385965	0.00200501253132832	4.98974498219541	0.40661465242686	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Cwb	58	0.0318388564002599	0.00304000742597234	7.00694868151995	0.121299107397931	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	BWk	58	0	0		0.0158730158730159	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Dfb	58	0.01364522417154	0.000487329434697856	16.7157717713138	0.000701838691397655	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Am	58	0.0207927225471085	0.00909681611435997	4.88068181011153	0.087525201686363	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Cfa	58	0.00809716599190283	0.000650665124349335	9.76507479004212	0.00454556839503644	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Dfa	58	0.0350877192982456	0.0029693799716683	13.3527621498922	0.0164107732177095	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Dfc	58	0.01906941266209	0.0023972975918056	6.913818986538	0.0070255805448583	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	BSk	58	0.0384294068504595	0.00632533715240482	7.69442438249106	0.00057541931707033	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Af	58	0.0350877192982456	0.00722639933166249	9.35810766399243	0.0680390836557112	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Dwc	58	0.0156971375807941	0.000164885898957921	7.40015682715668	0.0380689272234527	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	ET	58	0.0114035087719298	0.00567042606516291	8.60773423835899	0.0857845629682219	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	Dwb	58	0.0194931773879142	0.00104427736006683	10.0119655975212	0.0138042384624175	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa101	EF	58	0.0121457489878543	0.00638615770194718	6.10972003927483	0.000838335417115328	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
Taxa102	Am	58	0.0343567251461988	0.0108082706766917	8.66175442897905	0.0217257652786318	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Cfb	58	0.022703818369453	0.000479139024030665	24.6894201903032	0.014405423250297	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Csa	58	0	0		1.458995438027e-17	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Dfa	58	0.0242272347535505	0.00647451963241437	6.46214482047744	0.0268974546017843	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Cfa	58	0.0236842105263158	0.00494987468671679	53.9691028387507	2.75237647012093e-17	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Csb	58	0.0217209690893901	0.00247642916815849	11.5136537211198	0.0289124926024222	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Dfb	58	0.0133091349062311	0.00103707544723879	5.91123160618087	0.158926988235492	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	BSk	58	0.0266666666666667	0.00441102756892231	4.64288382820122	0.122334586528478	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Dwc	58	0.00637958532695375	0.0006265664160401	4.05589784441361	0.135600780029463	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Dfc	58	0.012531328320802	0.000119345984007638	24.9731309914661	2.70516440010955e-06	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Dwb	58	0.0137844611528822	0	10.6852949592966	0.0646598071589079	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	Af	58	0.00825593395252838	0	43.5888088317549	8.71236924391801e-18	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa102	ET	58	0.0280701754385965	0.00332080200501253	3.66987604927527	0.00480411743186421	k__Bacteria	p__Acidobacteria	c__Acidobacteria-6	o__iii1-15			
Taxa103	BSh	58	0.0131578947368421	0.000402792696025779	3.77824832442039	0.0415172660168664	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	BSk	58	0.0175438596491228	0.0054070361087905	4.57331868028083	0.0540434329290639	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Dfb	58	0.0131578947368421	0.000532581453634085	7.50558994241288	0.00851270792896892	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	EF	58	0.0307017543859649	0.00966702470461869	1.45866446826877	0.476608296301266	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Dfa	58	0.0208333333333333	0.00415100250626566	14.5483450282121	0.00562102875210536	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Dfc	58	0.0146198830409357	0.00130534670008354	10.9538915472105	5.29850588368627e-17	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Af	58	0.0146198830409357	0	6.23740816345816	0.149652615239675	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Aw	58	0.0167084377610693	0.00101444086406492	18.4148928804572	0.00969373087883024	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Dwc	58	0.0175438596491228	0.00461680517082179	31.2522750575703	0.0363359864286924	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Cfb	58	0.00964912280701754	0.00031328320802005	12.3320350735987	1.83608164602603e-17	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Csb	58	0.0140350877192982	0.00105263157894737	12.4846604917432	2.79720819759332e-17	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	ET	58	0.0267335004177109	0.00659386561642201	12.2535786818885	0.000474242858823813	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Am	58	0.0383771929824561	0.0142152255639098	8.55630986432116	0.000715291617062504	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Cfa	58	0.0192982456140351	0.000971177944862155	5.42435636177696	0.0450859910162363	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Dwb	58	0.0277008310249307	0.00204458514707822	12.9488738589746	0.0559279621581525	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa103	Cwb	58	0.012280701754386	0.000281954887218045	11.3023045749587	0.00946526149925824	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
Taxa104	BWh	58	0	0		2.14910527983607e-17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Cfb	58	0.0228070175438597	0.00275689223057644	7.12474658604279	0.0229898706817697	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Dwb	58	0.0207336523125997	0.000683526999316473	19.910024398879	0.0116329046138984	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	EF	58	0.00994152046783626	0.000104427736006683	1.81811783402246	0.0332279259409466	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Af	58	0.0101214574898785	0.00156641604010025	6.87945236308836	0.00126917478830844	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	BSk	58	0.0175438596491228	0.00427793621985999	16.5226982643902	0.00625904136724078	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	BWk	58	0	0		0.012987012987013	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Csb	58	0.00277008310249308	0	27.7571984189608	1.14714027895404e-17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Dfc	58	0.0214424951267057	0.00776246170983013	11.0107562213601	0.000233093702970527	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Am	58	0.0214424951267057	0.00407268170426065	26.7432980453712	0.208876696042972	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Dfa	58	0.0239234449760766	0.00111073137388927	14.3342677180866	0.000330831740952599	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	ET	58	0.0325814536340852	0.0110454708199069	5.8672359433235	0.0116450717769448	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	BSh	58	0.00493421052631579	0	4.06316508104463	1.94235749419872e-16	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Cfa	58	0.00923361034164358	0.00112122411291386	7.15008353996046	0.00247822843436659	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Dfb	58	0.0257997936016512	0.00726079905646469	15.2546434406813	0.0281527278944712	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Dwc	58	0.0198321891685736	0.0018524572300316	14.4147757731482	5.82349465473224e-07	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Cwb	58	0	0		2.17182631169461e-17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa104	Aw	58	0.0292397660818713	0.00569877073636472	8.0964252735002	0.0472698726110033	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
Taxa105	BSh	58	0.00491228070175439	0	7.27343634557027	0.0123350118337155	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	BSk	58	0.0382775119617225	0.0101959444064707	7.55663691285577	0.00815841942286273	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	BWh	58	0.0136705399863295	0	62.1388917984311	4.29779575373901e-17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	BWk	58	0	0		0.0142857142857143	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Cwb	58	0.006265664160401	0	20.2566171508208	1.61067309814998e-17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Dfa	58	0.0289473684210526	0.0018796992481203	9.71886068435039	0.120604287782599	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	ET	58	0.0134502923976608	0.00169172932330827	5.56380678158796	0.000574331904418275	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Dfb	58	0.0221606648199446	0.00234137976520248	19.3931606061826	0.0344037623822441	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	EF	58	0.00509337860780985	0	7.36300422818551	7.96735059136635e-06	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Csa	58	0	0		1.41916784938109e-17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Csb	58	0.022703818369453	0.00095827804806133	13.7164291516682	2.22742197035173e-17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Dwc	58	0.0121457489878543	0.000144592249855408	8.93453234735414	0.00384782844473006	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Af	58	0.00134952766531714	0	11.7573329878067	2.74794213069131e-17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Am	58	0.0156971375807941	0.00204458514707822	8.84103669303808	0.0366794055540039	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Cfb	58	0.0257997936016512	0.00873507297655904	95.319031236289	0.0324476324277716	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Aw	58	0.0159489633173844	0.00108225108225108	24.1973592545778	1.14800177817518e-05	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Dwb	58	0.012280701754386	0.00150375939849624	5.59231765833879	0.188420609798919	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Cfa	58	0.020639834881321	0.00353825740822645	15.5342890737316	0.00693846520309816	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa105	Dfc	58	0.0230263157894737	0.00140977443609023	14.9286408703279	0.000430498609204678	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__
Taxa106	EF	58	0.033955857385399	0.0176449187484841	3.59766131734984	0.0405863936990331	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	BSk	58	0.0168421052631579	0.00132832080200501	5.06562762020188	0.0256323023824386	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	Cfb	58	0.0380116959064327	0.00534670008354219	15.2457869375509	0.0318367654696417	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	Dwb	58	0.0133667502088555	0.000238691968015276	33.495575461102	1.54642811063141e-17	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	ET	58	0.054093567251462	0.0407790309106099	21.1901781213143	0.371143866771861	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	Am	58	0.0272232304900182	0.0068922305764411	11.6776686777798	0.0142927607902781	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	Dfc	58	0.0300751879699248	0.00704141305645065	5.98879252014857	0.16620908418385	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
Taxa106	Dwc	58	0.0167810831426392	0.001634521085322	8.54143660593957	0.00771330318680167	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__[Bryobacteraceae]	g__	s__
