ClimateZone,level,from,to,x,n,n1,n2,pvalue,p.adj
Af,Phylum,firmicutes,verrucomicrobia,5,4188,80,49357,0.680834673,0.748513846
Af,Phylum,gemmatimonadetes,gemmatimonadetes,13,4188,102,49335,0.04896548,0.129442209
Af,Phylum,gemmatimonadetes,nitrospirae,5,4188,70,49367,0.549826663,0.636694821
Af,Phylum,gemmatimonadetes,od1,1,4188,2,49435,0.007174873,0.043520458
Af,Phylum,gemmatimonadetes,planctomycetes,34,4188,314,49123,0.058358284,0.144353026
Af,Phylum,gemmatimonadetes,proteobacteria,74,4188,979,48458,0.835838589,0.876113939
Af,Phylum,gemmatimonadetes,unassigned,1,4188,11,49426,0.237794634,0.350669785
Af,Phylum,gemmatimonadetes,verrucomicrobia,13,4188,241,49196,0.952107401,0.9683967
Af,Phylum,gemmatimonadetes,ws3,1,4188,21,49416,0.541292469,0.629204774
Af,Phylum,nitrospirae,nitrospirae,2,4188,38,49399,0.635365836,0.709701528
Af,Phylum,nitrospirae,od1,1,4188,1,49436,0,0
Af,Phylum,nitrospirae,planctomycetes,17,4188,224,49213,0.627589353,0.702677369
Af,Phylum,nitrospirae,proteobacteria,30,4188,493,48944,0.970722355,0.982008194
Af,Phylum,nitrospirae,unassigned,1,4188,8,49429,0.142727372,0.249330763
Af,Phylum,nitrospirae,verrucomicrobia,8,4188,96,49341,0.426699032,0.528211111
Af,Phylum,nitrospirae,ws3,2,4188,20,49417,0.237392025,0.350669785
Af,Phylum,od1,planctomycetes,3,4188,19,49418,0.07136996,0.161739838
Af,Phylum,od1,proteobacteria,5,4188,38,49399,0.098289966,0.196127263
Af,Phylum,planctomycetes,planctomycetes,85,4188,1226,48211,0.974200096,0.98450122
Af,Phylum,planctomycetes,proteobacteria,234,4188,2889,46548,0.758267653,0.812951905
Af,Phylum,planctomycetes,spirochaetes,4,4188,16,49421,0.008586832,0.048323351
Af,Phylum,planctomycetes,unassigned,4,4188,75,49362,0.77195334,0.824581967
Af,Phylum,planctomycetes,verrucomicrobia,80,4188,724,48713,0.006423349,0.041499474
Af,Phylum,planctomycetes,ws3,13,4188,79,49358,0.006237428,0.040453764
Af,Phylum,proteobacteria,proteobacteria,387,4188,5163,44274,0.996213942,0.999615208
Af,Phylum,proteobacteria,spirochaetes,2,4188,48,49389,0.784432258,0.83497542
Af,Phylum,proteobacteria,unassigned,22,4188,113,49324,6.56E-05,0.001338851
Af,Phylum,proteobacteria,verrucomicrobia,148,4188,1841,47596,0.735543621,0.794364429
Af,Phylum,proteobacteria,ws3,27,4188,177,49260,0.000983946,0.01337829
Af,Phylum,spirochaetes,verrucomicrobia,4,4188,17,49420,0.011328726,0.057935311
Af,Phylum,unassigned,verrucomicrobia,4,4188,28,49409,0.083315859,0.178040149
Af,Phylum,verrucomicrobia,verrucomicrobia,27,4188,363,49074,0.725344906,0.786046186
Af,Phylum,verrucomicrobia,ws3,7,4188,43,49394,0.026233551,0.089526388
Af,Class,1,1,1,4188,7,49430,0.113191709,0.213770858
Af,Class,1,136,1,4188,7,49430,0.113191709,0.213770858
Af,Class,1,5,1,4188,11,49426,0.237794634,0.350669785
Af,Class,1,6,2,4188,54,49383,0.846867108,0.884937068
Af,Class,1,acidimicrobiia,2,4188,18,49419,0.191735797,0.302366992
Af,Class,1,acidobacteriia,1,4188,5,49432,0.060351909,0.146005622
Af,Class,1,actinobacteria,9,4188,38,49399,0.000972388,0.013264828
Af,Class,1,alphaproteobacteria,11,4188,124,49313,0.358992122,0.466985326
Af,Class,1,betaproteobacteria,1,4188,49,49388,0.927749811,0.94958657
Af,Class,1,chloracidobacteria,7,4188,53,49384,0.076516496,0.168636932
Af,Class,1,deltaproteobacteria,1,4188,72,49365,0.986966555,0.993681417
Af,Class,1,gammaproteobacteria,1,4188,24,49413,0.615120128,0.69225722
Af,Class,1,gemm,23,4188,338,49099,0.84317824,0.8818059
Af,Class,12,5,1,4188,12,49425,0.270371911,0.3831826
Af,Class,12,6,4,4188,25,49412,0.055424949,0.139239903
Af,Class,12,8,1,4188,7,49430,0.113191709,0.213770858
Af,Class,12,acidimicrobiia,1,4188,17,49420,0.428571252,0.529767464
Af,Class,12,alphaproteobacteria,9,4188,52,49385,0.010985452,0.056454586
Af,Class,12,anaerolineae,1,4188,2,49435,0.007174873,0.043520458
Af,Class,12,betaproteobacteria,2,4188,24,49413,0.332519366,0.442409158
Af,Class,12,chloracidobacteria,2,4188,22,49415,0.284626681,0.396289731
Af,Class,12,chloroflexi,1,4188,2,49435,0.007174873,0.043520458
Af,Class,12,chthonomonadetes,1,4188,1,49436,0,0
Af,Class,12,deltaproteobacteria,14,4188,79,49358,0.002390443,0.026154182
Af,Class,12,ellin6529,1,4188,10,49427,0.205438623,0.316587306
Af,Class,12,flavobacteriia,1,4188,5,49432,0.060351909,0.146005622
Af,Class,12,gammaproteobacteria,2,4188,21,49416,0.26087247,0.374161365
Af,Class,12,gemmatimonadetes,1,4188,11,49426,0.237794634,0.350669785
Af,Class,12,nitrospira,2,4188,20,49417,0.237392025,0.350669785
Af,Class,12,om190,3,4188,10,49427,0.007115763,0.043520458
Af,Class,12,opitutae,2,4188,3,49434,0.000607546,0.009529344
Af,Class,12,pedosphaerae,5,4188,25,49412,0.015976963,0.069394774
Af,Class,12,phycisphaerae,2,4188,14,49423,0.109370731,0.210685415
Af,Class,12,planctomycetia,8,4188,44,49393,0.010368668,0.054002763
Af,Class,12,prr,9,4188,111,49326,0.467913907,0.564324555
Af,Class,136,5,1,4188,2,49435,0.007174873,0.043520458
Af,Class,136,anaerolineae,1,4188,4,49433,0.038343173,0.111565254
Af,Class,136,c6,1,4188,2,49435,0.007174873,0.043520458
Af,Class,136,chloracidobacteria,2,4188,18,49419,0.191735797,0.302366992
Af,Class,136,ellin6529,1,4188,9,49428,0.173623799,0.283391993
Af,Class,136,gitt,2,4188,55,49382,0.855586143,0.891808502
Af,Class,2,acidimicrobiia,1,4188,1,49436,0,0
Af,Class,2,alphaproteobacteria,2,4188,12,49425,0.074908248,0.166446491
Af,Class,2,chloracidobacteria,3,4188,5,49432,0.000239756,0.004345066
Af,Class,2,chthonomonadetes,1,4188,1,49436,0,0
Af,Class,2,da052,1,4188,4,49433,0.038343173,0.111565254
Af,Class,2,deltaproteobacteria,2,4188,29,49408,0.450254964,0.549363468
Af,Class,2,gemm,7,4188,65,49372,0.182775006,0.291827565
Af,Class,28,acidimicrobiia,2,4188,4,49433,0.002275881,0.025237059
Af,Class,28,alphaproteobacteria,3,4188,20,49417,0.083474468,0.178278326
Af,Class,28,betaproteobacteria,1,4188,6,49431,0.085533149,0.180692754
Af,Class,28,deltaproteobacteria,2,4188,11,49426,0.059836577,0.146005622
Af,Class,28,elusimicrobia,1,4188,5,49432,0.060351909,0.146005622
Af,Class,28,gammaproteobacteria,2,4188,7,49430,0.01638675,0.069768608
Af,Class,28,nitrospira,1,4188,6,49431,0.085533149,0.180692754
Af,Class,28,pedosphaerae,1,4188,5,49432,0.060351909,0.146005622
Af,Class,28,phycisphaerae,1,4188,7,49430,0.113191709,0.213770858
Af,Class,28,planctomycetia,4,4188,16,49421,0.008586832,0.048323351
Af,Class,28,saprospirae,2,4188,11,49426,0.059836577,0.146005622
Af,Class,28,sja,5,4188,37,49400,0.088810349,0.184190315
Af,Class,5,5,2,4188,15,49422,0.128494145,0.233200477
Af,Class,5,6,4,4188,63,49374,0.626324117,0.701410245
Af,Class,5,8,2,4188,10,49427,0.046364501,0.124325968
Af,Class,5,acidimicrobiia,3,4188,22,49415,0.11042913,0.210686628
Af,Class,5,acidobacteria,92,4188,1306,48131,0.968581356,0.980408686
Af,Class,6,6,14,4188,157,49280,0.352318228,0.461001632
Af,Class,6,8,3,4188,50,49387,0.621342252,0.69705704
Af,Class,6,acidimicrobiia,6,4188,101,49336,0.761866065,0.815706956
Af,Class,6,acidobacteria,235,4188,3046,46391,0.936378812,0.956009919
Af,Class,8,8,1,4188,8,49429,0.142727372,0.249330763
Af,Class,8,acidimicrobiia,2,4188,31,49406,0.495065467,0.588275175
Af,Class,8,acidobacteriia,4,4188,19,49418,0.018473413,0.074499904
Af,Class,8,actinobacteria,4,4188,53,49384,0.470102938,0.566200956
Af,Class,8,alphaproteobacteria,10,4188,123,49314,0.471663055,0.567803363
Af,Class,8,anaerolineae,2,4188,7,49430,0.01638675,0.069768608
Af,Class,8,bacilli,2,4188,12,49425,0.074908248,0.166446491
Af,Class,8,betaproteobacteria,5,4188,54,49383,0.306368089,0.417514565
Af,Class,8,chloracidobacteria,5,4188,63,49374,0.445519145,0.545089756
Af,Class,8,deltaproteobacteria,6,4188,94,49343,0.693077061,0.758876316
Af,Class,8,ellin6529,1,4188,16,49421,0.398129788,0.503012283
Af,Class,8,elusimicrobia,1,4188,18,49419,0.458175684,0.555707255
Af,Class,8,flavobacteriia,1,4188,4,49433,0.038343173,0.111565254
Af,Class,8,gammaproteobacteria,2,4188,19,49418,0.214304391,0.325440674
Af,Class,8,gemmatimonadetes,3,4188,35,49402,0.344411029,0.45389032
Af,Class,8,iii1,27,4188,395,49042,0.861523734,0.896330188
Af,Class,acidimicrobiia,acidimicrobiia,1,4188,79,49358,0.992399535,0.997144793
Af,Class,acidimicrobiia,acidobacteriia,3,4188,38,49399,0.403815775,0.507480581
Af,Class,acidimicrobiia,actinobacteria,16,4188,215,49222,0.652535164,0.724389532
Af,Class,acidimicrobiia,alphaproteobacteria,26,4188,338,49099,0.653823775,0.725461515
Af,Class,acidimicrobiia,anaerolineae,1,4188,16,49421,0.398129788,0.503012283
Af,Class,acidimicrobiia,betaproteobacteria,9,4188,96,49341,0.294798463,0.406332852
Af,Class,acidimicrobiia,c6,1,4188,6,49431,0.085533149,0.180692754
Af,Class,acidimicrobiia,chloracidobacteria,9,4188,102,49335,0.363104811,0.471421679
Af,Class,acidimicrobiia,chloroplast,1,4188,5,49432,0.060351909,0.146005622
Af,Class,acidimicrobiia,cytophagia,1,4188,21,49416,0.541292469,0.629204774
Af,Class,acidimicrobiia,deltaproteobacteria,26,4188,225,49212,0.042210075,0.118319404
Af,Class,acidimicrobiia,ellin6529,5,4188,52,49385,0.276223176,0.387270864
Af,Class,acidimicrobiia,elusimicrobia,5,4188,37,49400,0.088810349,0.184190315
Af,Class,acidimicrobiia,fibrobacteria,1,4188,2,49435,0.007174873,0.043520458
Af,Class,acidimicrobiia,flavobacteriia,1,4188,11,49426,0.237794634,0.350669785
Af,Class,acidimicrobiia,gammaproteobacteria,7,4188,75,49362,0.30155119,0.41242641
Af,Class,acidimicrobiia,gemmatimonadetes,9,4188,76,49361,0.107624773,0.208485509
Af,Class,acidimicrobiia,nitrospira,6,4188,29,49408,0.009190971,0.05098158
Af,Class,acidimicrobiia,om190,3,4188,15,49422,0.032877074,0.102496273
Af,Class,acidimicrobiia,opitutae,1,4188,25,49412,0.637612334,0.711155106
Af,Class,acidimicrobiia,pauc37f,1,4188,5,49432,0.060351909,0.146005622
Af,Class,acidimicrobiia,pedosphaerae,4,4188,45,49392,0.33270121,0.442552105
Af,Class,acidimicrobiia,phycisphaerae,8,4188,61,49376,0.070464189,0.159997757
Af,Class,acidimicrobiia,planctomycetia,23,4188,157,49280,0.003427666,0.031595484
Af,Class,acidimicrobiia,s085,2,4188,16,49421,0.148691143,0.255451567
Af,Class,acidimicrobiia,saprospirae,4,4188,74,49363,0.761723935,0.815596337
Af,Class,acidimicrobiia,sm2f11,2,4188,8,49429,0.024584718,0.086883782
Af,Class,acidimicrobiia,solibacteres,4,4188,59,49378,0.567066738,0.651168442
Af,Class,acidimicrobiia,spartobacteria,2,4188,34,49403,0.558616576,0.64486565
Af,Class,acidimicrobiia,sphingobacteriia,4,4188,37,49400,0.200761839,0.312207874
Af,Class,acidimicrobiia,sva0725,1,4188,8,49429,0.142727372,0.249330763
Af,Class,acidimicrobiia,thermoleophilia,15,4188,187,49250,0.521350481,0.611248024
Af,Class,acidimicrobiia,tk10,4,4188,57,49380,0.535698096,0.624437703
Af,Class,acidimicrobiia,unassigned,16,4188,114,49323,0.015629054,0.068206464
Af,Class,acidimicrobiia,verrucomicrobiae,5,4188,31,49406,0.043087186,0.12029663
Af,Class,acidimicrobiia,zetaproteobacteria,1,4188,6,49431,0.085533149,0.180692754
Af,Class,acidobacteriia,acidobacteriia,4,4188,76,49361,0.78184336,0.832768099
Af,Class,acidobacteriia,actinobacteria,6,4188,93,49344,0.682274161,0.74957793
Af,Class,acidobacteriia,alphaproteobacteria,38,4188,281,49156,0.001593115,0.019520073
Af,Class,acidobacteriia,bacilli,3,4188,10,49427,0.007115763,0.043520458
Af,Class,acidobacteriia,betaproteobacteria,6,4188,59,49378,0.230722703,0.3435459
Af,Class,acidobacteriia,chloracidobacteria,2,4188,52,49385,0.8280489,0.870343699
Af,Class,acidobacteriia,clostridia,3,4188,9,49428,0.004574394,0.035405442
Af,Class,acidobacteriia,cytophagia,2,4188,13,49424,0.091462844,0.187484767
Af,Class,acidobacteriia,da052,2,4188,26,49411,0.380277957,0.485859805
Af,Class,acidobacteriia,deltaproteobacteria,17,4188,165,49272,0.161220717,0.26885068
Af,Class,acidobacteriia,ellin6529,2,4188,8,49429,0.024584718,0.086883782
Af,Class,acidobacteriia,elusimicrobia,5,4188,43,49394,0.153074937,0.260803872
Af,Class,acidobacteriia,fimbriimonadia,1,4188,5,49432,0.060351909,0.146005622
Af,Class,acidobacteriia,gammaproteobacteria,10,4188,61,49376,0.012687693,0.061523674
Af,Class,acidobacteriia,leptospirae,1,4188,3,49434,0.020309527,0.077293171
Af,Class,acidobacteriia,nitrospira,1,4188,27,49410,0.679469771,0.747267391
Af,Class,acidobacteriia,om190,1,4188,5,49432,0.060351909,0.146005622
Af,Class,acidobacteriia,opitutae,2,4188,17,49420,0.169818805,0.280684898
Af,Class,acidobacteriia,pauc37f,1,4188,4,49433,0.038343173,0.111565254
Af,Class,acidobacteriia,pedosphaerae,7,4188,80,49357,0.366478354,0.475091328
Af,Class,acidobacteriia,phycisphaerae,3,4188,56,49381,0.709283972,0.772215883
Af,Class,acidobacteriia,planctomycetia,10,4188,110,49327,0.328422088,0.438665027
Af,Class,acidobacteriia,s085,2,4188,9,49428,0.03458988,0.105947735
Af,Class,acidobacteriia,saprospirae,1,4188,75,49362,0.989647721,0.995287694
Af,Class,acidobacteriia,solibacteres,9,4188,146,49291,0.800474952,0.84783659
Af,Class,acidobacteriia,spartobacteria,1,4188,59,49378,0.965229171,0.978283263
Af,Class,acidobacteriia,sphingobacteriia,2,4188,22,49415,0.284626681,0.396289731
Af,Class,acidobacteriia,thermoleophilia,9,4188,86,49351,0.190908944,0.301345735
Af,Class,acidobacteriia,tm1,1,4188,17,49420,0.428571252,0.529767464
Af,Class,acidobacteriia,unassigned,10,4188,64,49373,0.017892631,0.07249336
Af,Class,acidobacteriia,vadinha49,1,4188,2,49435,0.007174873,0.043520458
Af,Class,acidobacteriia,verrucomicrobiae,1,4188,5,49432,0.060351909,0.146005622
Af,Class,actinobacteria,actinobacteria,17,4188,278,49159,0.908627416,0.934050652
Af,Class,actinobacteria,alphaproteobacteria,55,4188,618,48819,0.318147422,0.429496481
Af,Class,actinobacteria,bacilli,6,4188,65,49372,0.311285464,0.422121651
Af,Class,actinobacteria,betaproteobacteria,22,4188,192,49245,0.058001162,0.144353026
Af,Class,actinobacteria,chloracidobacteria,22,4188,177,49260,0.026391005,0.089983351
Af,Class,actinobacteria,chloroplast,2,4188,36,49401,0.5981929,0.677452251
Af,Class,actinobacteria,chthonomonadetes,1,4188,4,49433,0.038343173,0.111565254
Af,Class,actinobacteria,cytophagia,1,4188,32,49405,0.766908918,0.820186811
Af,Class,actinobacteria,da052,2,4188,14,49423,0.109370731,0.210685415
Af,Class,actinobacteria,deltaproteobacteria,23,4188,364,49073,0.921316254,0.944509287
Af,Class,actinobacteria,ellin6529,5,4188,65,49372,0.476045707,0.571165152
Af,Class,actinobacteria,elusimicrobia,2,4188,49,49388,0.796123891,0.844532757
Af,Class,actinobacteria,fimbriimonadia,4,4188,15,49422,0.006340261,0.04101942
Af,Class,actinobacteria,flavobacteriia,1,4188,10,49427,0.205438623,0.316587306
Af,Class,actinobacteria,gammaproteobacteria,9,4188,134,49303,0.707323877,0.770401197
Af,Class,actinobacteria,gemmatimonadetes,17,4188,133,49304,0.032129444,0.100844224
Af,Class,actinobacteria,nitrospira,9,4188,61,49376,0.031446874,0.099739605
Af,Class,actinobacteria,opitutae,6,4188,48,49389,0.108233078,0.209357554
Af,Class,actinobacteria,pedosphaerae,6,4188,85,49352,0.587612162,0.668853569
Af,Class,actinobacteria,phycisphaerae,10,4188,122,49315,0.46065433,0.558325005
Af,Class,actinobacteria,planctomycetia,20,4188,244,49193,0.502965653,0.595692194
Af,Class,actinobacteria,s085,5,4188,28,49409,0.027352808,0.092067633
Af,Class,actinobacteria,saprospirae,8,4188,101,49336,0.488025893,0.58190099
Af,Class,actinobacteria,solibacteres,12,4188,114,49323,0.16760163,0.277730215
Af,Class,actinobacteria,spartobacteria,1,4188,52,49385,0.941833585,0.960176613
Af,Class,actinobacteria,sphingobacteriia,4,4188,69,49368,0.705385076,0.768695312
Af,Class,actinobacteria,thermoleophilia,34,4188,339,49098,0.130102805,0.235720016
Af,Class,actinobacteria,tk10,8,4188,79,49358,0.224244032,0.336246038
