"level","from","to","No. of climate zones","Climate zones"
"Family","acidobacteriaceae","nitrospiraceae",1,"Dwc"
"Family","acidobacteriaceae","ellin5301",1,"EF"
"Family","acidobacteriaceae","iamiaceae",1,"EF"
"Family","acidobacteriaceae","planococcaceae",1,"EF"
"Family","alicyclobacillaceae","sphingomonadaceae",1,"Af"
"Family","alicyclobacillaceae","dolo_23",2,"Af/Dwb"
"Family","alicyclobacillaceae","htcc2089",1,"Am"
"Family","alicyclobacillaceae","koribacteraceae",1,"Am"
"Family","alicyclobacillaceae","opitutaceae",1,"Am"
"Family","alicyclobacillaceae","caulobacteraceae",1,"Aw"
"Family","alicyclobacillaceae","comamonadaceae",1,"Aw"
"Family","alicyclobacillaceae","ellin6075",1,"Aw"
"Family","alicyclobacillaceae","kineosporiaceae",1,"BSh"
"Family","alicyclobacillaceae","rhodospirillaceae",1,"BSh"
"Family","alicyclobacillaceae","syntrophobacteraceae",2,"BSk/Dfc"
"Family","alicyclobacillaceae","micrococcaceae",1,"Cfa"
"Family","alicyclobacillaceae","ellin517",1,"Cfb"
"Family","alicyclobacillaceae","pseudonocardiaceae",1,"Cfb"
"Family","alicyclobacillaceae","sinobacteraceae",2,"Cfb/Dfc"
"Family","alicyclobacillaceae","bacillaceae",1,"Csa"
"Family","alicyclobacillaceae","nocardioidaceae",1,"Csa"
"Family","alicyclobacillaceae","cytophagaceae",1,"Csb"
"Family","alicyclobacillaceae","geobacteraceae",1,"Csb"
"Family","alicyclobacillaceae","eb1017",2,"Csb/Dwb"
"Family","alicyclobacillaceae","ellin5301",1,"Dfa"
"Family","alicyclobacillaceae","polyangiaceae",2,"Dfa/Dfc"
"Family","alicyclobacillaceae","clostridiaceae",1,"Dfb"
"Family","alicyclobacillaceae","nitrospiraceae",1,"Dfb"
"Family","alicyclobacillaceae","planctomycetaceae",1,"Dwb"
"Family","alicyclobacillaceae","pseudomonadaceae",1,"Dwc"
"Family","alicyclobacillaceae","chthoniobacteraceae",2,"Dwc/ET"
"Family","alicyclobacillaceae","oxalobacteraceae",1,"ET"
"Family","auto67_4w","gemmataceae",3,"Af/Cfb/Cwb"
"Family","auto67_4w","haliangiaceae",2,"Af/EF"
"Family","auto67_4w","dolo_23",1,"Am"
"Family","auto67_4w","opb35",1,"Am"
"Family","auto67_4w","mariprofundaceae",2,"Aw/Csb"
"Family","auto67_4w","myxococcaceae",2,"BSh/Dwc"
"Family","auto67_4w","clostridiaceae",1,"BSk"
"Family","auto67_4w","opitutaceae",1,"BSk"
"Family","auto67_4w","paenibacillaceae",1,"BSk"
"Family","auto67_4w","mycobacteriaceae",1,"Cfa"
"Family","auto67_4w","fimbriimonadaceae",2,"Cfa/Cfb"
"Family","auto67_4w","nocardioidaceae",2,"Cfa/Dfb"
"Family","auto67_4w","geobacteraceae",2,"Cfa/Dfc"
"Family","auto67_4w","rhodospirillaceae",2,"Cfa/Dwc"
"Family","auto67_4w","leptospiraceae",2,"Cfb/Dfa"
"Family","auto67_4w","hyphomicrobiaceae",2,"Csa/Cwb"
"Family","auto67_4w","solirubrobacteraceae",1,"Cwb"
"Family","auto67_4w","ellin5301",1,"Dfb"
"Family","auto67_4w","nakamurellaceae",1,"Dfb"
"Family","auto67_4w","nitrospiraceae",1,"Dfc"
"Family","auto67_4w","sphingomonadaceae",1,"Dfc"
"Family","auto67_4w","chthoniobacteraceae",1,"Dwb"
"Family","auto67_4w","ellin515",1,"Dwb"
"Family","auto67_4w","frankiaceae",1,"Dwb"
"Family","auto67_4w","koribacteraceae",1,"Dwb"
"Family","auto67_4w","pseudomonadaceae",1,"Dwb"
"Family","auto67_4w","sphingobacteriaceae",1,"Dwb"
"Family","auto67_4w","gemmatimonadaceae",1,"Dwc"
"Family","auto67_4w","methylocystaceae",1,"Dwc"
"Family","auto67_4w","xanthomonadaceae",1,"Dwc"
"Family","auto67_4w","eb1017",1,"EF"
"Family","auto67_4w","intrasporangiaceae",1,"EF"
"Family","auto67_4w","bradyrhizobiaceae",1,"ET"
"Family","auto67_4w","chitinophagaceae",1,"ET"
"Family","auto67_4w","solibacteraceae",1,"ET"
"Family","auto67_4w","ud5",1,"ET"
"Family","bacillaceae","methylocystaceae",1,"Af"
"Family","bacillaceae","intrasporangiaceae",2,"Af/Cfa"
"Family","bacillaceae","polyangiaceae",2,"Af/Cfa"
"Family","bacillaceae","nannocystaceae",1,"Am"
"Family","bacillaceae","caulobacteraceae",1,"Aw"
"Family","bacillaceae","micromonosporaceae",1,"Aw"
"Family","bacillaceae","gaiellaceae",1,"BSh"
"Family","bacillaceae","solirubrobacteraceae",3,"BSh/BWh/Csa"
"Family","bacillaceae","koribacteraceae",2,"BSh/EF"
"Family","bacillaceae","bdellovibrionaceae",1,"BSk"
"Family","bacillaceae","gemmataceae",1,"BSk"
"Family","bacillaceae","oxalobacteraceae",1,"BSk"
"Family","bacillaceae","syntrophobacteraceae",1,"BSk"
"Family","bacillaceae","verrucomicrobiaceae",2,"BSk/Csa"
"Family","bacillaceae","pirellulaceae",2,"BSk/Dfc"
"Family","bacillaceae","nakamurellaceae",2,"BSk/Dwb"
"Family","bacillaceae","erythrobacteraceae",2,"BSk/ET"
"Family","bacillaceae","bradyrhizobiaceae",1,"Cfa"
"Family","bacillaceae","myxococcaceae",1,"Cfa"
"Family","bacillaceae","pseudonocardiaceae",1,"Cfa"
"Family","bacillaceae","streptomycetaceae",1,"Cfa"
"Family","bacillaceae","geodermatophilaceae",2,"Cfa/Dwb"
"Family","bacillaceae","planctomycetaceae",2,"Cfb/Dfa"
"Family","bacillaceae","chitinophagaceae",1,"Csa"
"Family","bacillaceae","ellin6075",1,"Csa"
"Family","bacillaceae","pseudomonadaceae",2,"Csa/Csb"
"Family","bacillaceae","comamonadaceae",1,"Csb"
"Family","bacillaceae","ellin517",1,"Csb"
"Family","bacillaceae","gemmatimonadaceae",1,"Csb"
"Family","bacillaceae","paenibacillaceae",1,"Csb"
"Family","bacillaceae","saprospiraceae",1,"Csb"
"Family","bacillaceae","eb1017",1,"Cwb"
"Family","bacillaceae","mycobacteriaceae",2,"Cwb/Dwb"
"Family","bacillaceae","unassigned",3,"Cwb/Dwb/EF"
"Family","bacillaceae","isosphaeraceae",1,"Dfa"
"Family","bacillaceae","opb35",2,"Dfb/Dwb"
"Family","bacillaceae","geobacteraceae",1,"Dfc"
"Family","bacillaceae","rhodospirillaceae",1,"Dfc"
"Family","bacillaceae","ellin5301",1,"Dwc"
"Family","bacillaceae","rhizobiaceae",1,"EF"
"Family","bacillaceae","solibacteraceae",1,"EF"
"Family","bacillaceae","sphingobacteriaceae",1,"EF"
"Family","bacillaceae","bacillaceae",1,"ET"
"Family","bacillaceae","piscirickettsiaceae",1,"ET"
"Family","bdellovibrionaceae","conexibacteraceae",1,"Af"
"Family","bdellovibrionaceae","fimbriimonadaceae",1,"Af"
"Family","bdellovibrionaceae","sinobacteraceae",1,"Af"
"Family","bdellovibrionaceae","sphingobacteriaceae",1,"Af"
"Family","bdellovibrionaceae","gaiellaceae",2,"Af/BSk"
"Family","bdellovibrionaceae","methylocystaceae",2,"Af/Csb"
"Family","bdellovibrionaceae","geobacteraceae",2,"Af/Dfb"
"Family","bdellovibrionaceae","myxococcaceae",2,"Af/Dwb"
"Family","bdellovibrionaceae","bdellovibrionaceae",1,"Am"
"Family","bdellovibrionaceae","isosphaeraceae",2,"Am/Csb"
"Family","bdellovibrionaceae","eb1017",1,"Aw"
"Family","bdellovibrionaceae","intrasporangiaceae",1,"Aw"
"Family","bdellovibrionaceae","kineosporiaceae",2,"Aw/BSk"
"Family","bdellovibrionaceae","caulobacteraceae",1,"BSh"
"Family","bdellovibrionaceae","cytophagaceae",1,"BSh"
"Family","bdellovibrionaceae","dolo_23",1,"BSh"
"Family","bdellovibrionaceae","ellin6075",1,"BSh"
"Family","bdellovibrionaceae","gemmatimonadaceae",1,"BSh"
"Family","bdellovibrionaceae","verrucomicrobiaceae",1,"BSh"
"Family","bdellovibrionaceae","rhizobiaceae",2,"BSh/Cfb"
"Family","bdellovibrionaceae","clostridiaceae",1,"BSk"
"Family","bdellovibrionaceae","ellin517",1,"BSk"
"Family","bdellovibrionaceae","pseudonocardiaceae",1,"BSk"
"Family","bdellovibrionaceae","opitutaceae",2,"BSk/Dwb"
"Family","bdellovibrionaceae","chthoniobacteraceae",1,"BWk"
"Family","bdellovibrionaceae","koribacteraceae",2,"Cfb/Csb"
"Family","bdellovibrionaceae","ud5",2,"Cfb/ET"
"Family","bdellovibrionaceae","micromonosporaceae",1,"Csb"
"Family","bdellovibrionaceae","hyphomicrobiaceae",2,"Csb/Dfb"
"Family","bdellovibrionaceae","polyangiaceae",2,"Csb/ET"
"Family","bdellovibrionaceae","iamiaceae",1,"Cwb"
"Family","bdellovibrionaceae","sphingomonadaceae",1,"Cwb"
"Family","bdellovibrionaceae","syntrophobacteraceae",2,"Cwb/Dfb"
"Family","bdellovibrionaceae","hyphomonadaceae",1,"Dfb"
"Family","bdellovibrionaceae","planctomycetaceae",1,"Dfb"
"Family","bdellovibrionaceae","streptomycetaceae",1,"Dfb"
"Family","bdellovibrionaceae","ellin515",1,"Dfc"
"Family","bdellovibrionaceae","solibacteraceae",1,"Dfc"
"Family","bdellovibrionaceae","chitinophagaceae",2,"Dfc/EF"
"Family","bdellovibrionaceae","pirellulaceae",1,"Dwb"
"Family","bdellovibrionaceae","rhodospirillaceae",1,"Dwb"
"Family","bdellovibrionaceae","htcc2089",1,"Dwc"
"Family","bdellovibrionaceae","comamonadaceae",1,"ET"
"Family","bradyrhizobiaceae","isosphaeraceae",2,"Af/Dfa"
"Family","bradyrhizobiaceae","solibacteraceae",1,"Am"
"Family","bradyrhizobiaceae","conexibacteraceae",1,"Aw"
"Family","bradyrhizobiaceae","pseudonocardiaceae",1,"Aw"
"Family","bradyrhizobiaceae","rhizobiaceae",2,"Aw/Dfa"
"Family","bradyrhizobiaceae","koribacteraceae",1,"BSh"
"Family","bradyrhizobiaceae","sporichthyaceae",1,"BSh"
"Family","bradyrhizobiaceae","micromonosporaceae",2,"BSh/Cfa"
"Family","bradyrhizobiaceae","ellin6075",1,"BSk"
"Family","bradyrhizobiaceae","nitrospiraceae",1,"BSk"
"Family","bradyrhizobiaceae","syntrophobacteraceae",1,"BSk"
"Family","bradyrhizobiaceae","ellin515",1,"BWk"
"Family","bradyrhizobiaceae","chthoniobacteraceae",2,"Cfa/Cwb"
"Family","bradyrhizobiaceae","myxococcaceae",2,"Cfa/Dwb"
"Family","bradyrhizobiaceae","comamonadaceae",2,"Cfa/ET"
"Family","bradyrhizobiaceae","mb2424",1,"Cfb"
"Family","bradyrhizobiaceae","micrococcaceae",2,"Cfb/Dfa"
"Family","bradyrhizobiaceae","hyphomicrobiaceae",1,"Csa"
"Family","bradyrhizobiaceae","ellin5301",1,"Csb"
"Family","bradyrhizobiaceae","c111",2,"Csb/Dfa"
"Family","bradyrhizobiaceae","gemmataceae",1,"Cwb"
"Family","bradyrhizobiaceae","haliangiaceae",1,"Cwb"
"Family","bradyrhizobiaceae","rhodospirillaceae",1,"Cwb"
"Family","bradyrhizobiaceae","streptomycetaceae",1,"Cwb"
"Family","bradyrhizobiaceae","eb1017",1,"Dfa"
"Family","bradyrhizobiaceae","gaiellaceae",1,"Dfa"
"Family","bradyrhizobiaceae","mariprofundaceae",1,"Dfa"
"Family","bradyrhizobiaceae","microbacteriaceae",2,"Dfb/EF"
"Family","bradyrhizobiaceae","pirellulaceae",1,"Dwb"
"Family","bradyrhizobiaceae","unassigned",2,"Dwb/EF"
"Family","bradyrhizobiaceae","methylocystaceae",2,"Dwb/ET"
"Family","bradyrhizobiaceae","chitinophagaceae",1,"Dwc"
"Family","bradyrhizobiaceae","kineosporiaceae",1,"Dwc"
"Family","bradyrhizobiaceae","caulobacteraceae",1,"EF"
"Family","bryobacteraceae","leptospiraceae",2,"Af/Dfc"
"Family","bryobacteraceae","c111",1,"Am"
"Family","bryobacteraceae","planctomycetaceae",2,"Aw/Cfa"
"Family","bryobacteraceae","comamonadaceae",2,"Aw/Dfc"
"Family","bryobacteraceae","hyphomonadaceae",1,"BSk"
"Family","bryobacteraceae","opitutaceae",1,"BSk"
"Family","bryobacteraceae","flavobacteriaceae",1,"Cfa"
"Family","bryobacteraceae","pseudomonadaceae",1,"Cfa"
"Family","bryobacteraceae","saprospiraceae",1,"Cfa"
"Family","bryobacteraceae","fimbriimonadaceae",1,"Cfb"
"Family","bryobacteraceae","hyphomicrobiaceae",2,"Cfb/Dwb"
"Family","bryobacteraceae","chthoniobacteraceae",1,"Csb"
"Family","bryobacteraceae","nocardioidaceae",1,"Csb"
"Family","bryobacteraceae","syntrophobacteraceae",1,"Csb"
"Family","bryobacteraceae","sphingomonadaceae",1,"Dfa"
"Family","bryobacteraceae","erythrobacteraceae",2,"Dfb/EF"
"Family","bryobacteraceae","chitinophagaceae",1,"Dfc"
"Family","bryobacteraceae","haliangiaceae",1,"Dwb"
"Family","bryobacteraceae","nitrospiraceae",2,"Dwb/Dwc"
"Family","bryobacteraceae","kouleothrixaceae",2,"Dwb/ET"
"Family","bryobacteraceae","nakamurellaceae",1,"Dwc"
"Family","bryobacteraceae","sinobacteraceae",1,"Dwc"
"Family","bryobacteraceae","ellin6075",1,"EF"
"Family","bryobacteraceae","gaiellaceae",1,"EF"
"Family","bryobacteraceae","sphingobacteriaceae",1,"EF"
"Family","bryobacteraceae","ud5",1,"EF"
"Family","bryobacteraceae","unassigned",1,"EF"
"Family","bryobacteraceae","polyangiaceae",1,"ET"
"Family","c111","conexibacteraceae",1,"Af"
"Family","c111","sinobacteraceae",1,"Af"
"Family","c111","gemmatimonadaceae",2,"Af/Am"
"Family","c111","kouleothrixaceae",1,"Am"
"Family","c111","verrucomicrobiaceae",1,"Am"
"Family","c111","eb1017",2,"Am/Csb"
"Family","c111","ellin6075",2,"Am/Csb"
"Family","c111","opitutaceae",2,"Am/Csb"
"Family","c111","comamonadaceae",1,"Aw"
"Family","c111","mb2424",1,"Aw"
"Family","c111","methylocystaceae",1,"Aw"
"Family","c111","planctomycetaceae",1,"Aw"
"Family","c111","pseudomonadaceae",1,"Aw"
"Family","c111","sphingobacteriaceae",1,"Aw"
"Family","c111","chthonomonadaceae",1,"BSk"
"Family","c111","fimbriimonadaceae",1,"BSk"
"Family","c111","iamiaceae",2,"BSk/Csb"
"Family","c111","gemmataceae",2,"Cfa/ET"
"Family","c111","gaiellaceae",1,"Cfb"
"Family","c111","solibacteraceae",2,"Cfb/ET"
"Family","c111","cytophagaceae",1,"Csb"
"Family","c111","myxococcaceae",1,"Csb"
"Family","c111","syntrophobacteraceae",1,"Csb"
"Family","c111","ellin5301",2,"Csb/ET"
"Family","c111","nitrospiraceae",1,"Dfa"
"Family","c111","chitinophagaceae",1,"Dfb"
"Family","c111","microbacteriaceae",1,"Dfb"
"Family","c111","rhodobiaceae",1,"Dfc"
"Family","c111","nakamurellaceae",2,"Dfc/Dwb"
"Family","c111","micromonosporaceae",1,"Dwb"
"Family","c111","piscirickettsiaceae",1,"Dwb"
"Family","c111","caulobacteraceae",1,"EF"
"Family","c111","dolo_23",1,"EF"
"Family","c111","pirellulaceae",1,"EF"
"Family","c111","unassigned",1,"EF"
"Family","c111","hyphomicrobiaceae",1,"ET"
"Family","c111","solirubrobacteraceae",1,"ET"
"Family","caulobacteraceae","koribacteraceae",2,"Af/Am"
"Family","caulobacteraceae","geodermatophilaceae",2,"Af/BSh"
"Family","caulobacteraceae","conexibacteraceae",2,"Af/ET"
"Family","caulobacteraceae","planctomycetaceae",1,"Am"
"Family","caulobacteraceae","isosphaeraceae",2,"Am/Dwb"
"Family","caulobacteraceae","gemmataceae",1,"Aw"
"Family","caulobacteraceae","clostridiaceae",2,"Aw/Dwb"
"Family","caulobacteraceae","ud5",2,"Aw/ET"
"Family","caulobacteraceae","ellin5301",1,"BSh"
"Family","caulobacteraceae","planococcaceae",1,"BSh"
"Family","caulobacteraceae","pseudonocardiaceae",1,"BSh"
"Family","caulobacteraceae","kouleothrixaceae",2,"BSh/BSk"
"Family","caulobacteraceae","ellin6075",2,"BSh/BWh"
"Family","caulobacteraceae","nocardioidaceae",2,"BSh/Cwb"
"Family","caulobacteraceae","ellin517",2,"BSh/Dwb"
"Family","caulobacteraceae","ellin515",1,"BSk"
"Family","caulobacteraceae","unassigned",2,"BSk/BWk"
"Family","caulobacteraceae","intrasporangiaceae",2,"BSk/Cfb"
"Family","caulobacteraceae","rhizobiaceae",2,"BSk/Csb"
"Family","caulobacteraceae","erythrobacteraceae",2,"BSk/Dfa"
"Family","caulobacteraceae","solirubrobacteraceae",2,"BSk/Dwc"
"Family","caulobacteraceae","haliangiaceae",2,"BSk/EF"
"Family","caulobacteraceae","hyphomicrobiaceae",1,"BWh"
"Family","caulobacteraceae","polyangiaceae",1,"BWh"
"Family","caulobacteraceae","sinobacteraceae",2,"BWh/EF"
"Family","caulobacteraceae","piscirickettsiaceae",1,"Cfa"
"Family","caulobacteraceae","streptomycetaceae",2,"Cfb/Dwb"
"Family","caulobacteraceae","chitinophagaceae",1,"Csa"
"Family","caulobacteraceae","comamonadaceae",1,"Csa"
"Family","caulobacteraceae","myxococcaceae",1,"Csa"
"Family","caulobacteraceae","rhodospirillaceae",1,"Csa"
"Family","caulobacteraceae","micrococcaceae",2,"Csa/Dfa"
"Family","caulobacteraceae","gemmatimonadaceae",2,"Csa/Dfc"
"Family","caulobacteraceae","syntrophobacteraceae",2,"Csa/EF"
"Family","caulobacteraceae","chthoniobacteraceae",1,"Csb"
"Family","caulobacteraceae","mariprofundaceae",1,"Csb"
"Family","caulobacteraceae","opb35",1,"Csb"
"Family","caulobacteraceae","sporichthyaceae",2,"Csb/Dwc"
"Family","caulobacteraceae","xanthomonadaceae",1,"Dfa"
"Family","caulobacteraceae","flavobacteriaceae",2,"Dfa/EF"
"Family","caulobacteraceae","eb1017",1,"Dfb"
"Family","caulobacteraceae","mycobacteriaceae",1,"Dfb"
"Family","caulobacteraceae","chthonomonadaceae",2,"Dwb/EF"
"Family","caulobacteraceae","methylocystaceae",1,"Dwc"
"Family","caulobacteraceae","oxalobacteraceae",2,"Dwc/EF"
"Family","caulobacteraceae","geobacteraceae",1,"EF"
"Family","caulobacteraceae","pseudomonadaceae",1,"EF"
"Family","caulobacteraceae","dolo_23",1,"ET"
"Family","caulobacteraceae","frankiaceae",1,"ET"
"Family","caulobacteraceae","micromonosporaceae",1,"ET"
"Family","chitinophagaceae","methylocystaceae",1,"Af"
"Family","chitinophagaceae","intrasporangiaceae",2,"Af/EF"
"Family","chitinophagaceae","flavobacteriaceae",2,"Am/BSh"
"Family","chitinophagaceae","eb1017",1,"Aw"
"Family","chitinophagaceae","ellin515",1,"Aw"
"Family","chitinophagaceae","piscirickettsiaceae",1,"Aw"
"Family","chitinophagaceae","sphingomonadaceae",1,"Aw"
"Family","chitinophagaceae","polyangiaceae",2,"Aw/Csa"
"Family","chitinophagaceae","paenibacillaceae",2,"Aw/Dwb"
"Family","chitinophagaceae","clostridiaceae",1,"BSh"
"Family","chitinophagaceae","nannocystaceae",1,"BSh"
"Family","chitinophagaceae","sporichthyaceae",2,"BSh/EF"
"Family","chitinophagaceae","microbacteriaceae",2,"BSh/ET"
"Family","chitinophagaceae","oxalobacteraceae",1,"BSk"
"Family","chitinophagaceae","myxococcaceae",1,"BWh"
"Family","chitinophagaceae","nocardioidaceae",2,"BWh/EF"
"Family","chitinophagaceae","gemmataceae",1,"BWk"
"Family","chitinophagaceae","micromonosporaceae",1,"BWk"
"Family","chitinophagaceae","saprospiraceae",1,"Cfa"
"Family","chitinophagaceae","leptospirillaceae",2,"Cfa/Dfa"
"Family","chitinophagaceae","micrococcaceae",2,"Cfa/Dwb"
"Family","chitinophagaceae","pseudonocardiaceae",1,"Cfb"
"Family","chitinophagaceae","opb35",2,"Cfb/Cwb"
"Family","chitinophagaceae","nakamurellaceae",2,"Cfb/Dfc"
"Family","chitinophagaceae","erythrobacteraceae",1,"Csa"
"Family","chitinophagaceae","hyphomonadaceae",1,"Csa"
"Family","chitinophagaceae","opitutaceae",1,"Csa"
"Family","chitinophagaceae","streptomycetaceae",1,"Csa"
"Family","chitinophagaceae","gaiellaceae",1,"Csb"
"Family","chitinophagaceae","leptospiraceae",1,"Csb"
"Family","chitinophagaceae","planococcaceae",1,"Csb"
"Family","chitinophagaceae","pirellulaceae",1,"Cwb"
"Family","chitinophagaceae","fimbriimonadaceae",1,"Dfa"
"Family","chitinophagaceae","mariprofundaceae",1,"Dfb"
"Family","chitinophagaceae","xanthomonadaceae",1,"Dfc"
"Family","chitinophagaceae","iamiaceae",1,"Dwb"
"Family","chitinophagaceae","mb2424",1,"Dwb"
"Family","chitinophagaceae","rhodobiaceae",1,"Dwb"
"Family","chitinophagaceae","chitinophagaceae",1,"Dwc"
"Family","chitinophagaceae","unassigned",1,"Dwc"
"Family","chitinophagaceae","kineosporiaceae",1,"EF"
"Family","chitinophagaceae","mycobacteriaceae",1,"EF"
"Family","chitinophagaceae","nitrospiraceae",1,"EF"
"Family","chthoniobacteraceae","myxococcaceae",1,"Af"
"Family","chthoniobacteraceae","ud5",1,"Af"
"Family","chthoniobacteraceae","sphingomonadaceae",2,"Af/EF"
"Family","chthoniobacteraceae","solibacteraceae",1,"Aw"
"Family","chthoniobacteraceae","iamiaceae",1,"BSh"
"Family","chthoniobacteraceae","sphingobacteriaceae",1,"BSh"
"Family","chthoniobacteraceae","comamonadaceae",2,"BSh/BWh"
"Family","chthoniobacteraceae","opitutaceae",2,"BSh/Cwb"
"Family","chthoniobacteraceae","hyphomonadaceae",3,"BSh/Cwb/EF"
"Family","chthoniobacteraceae","fimbriimonadaceae",1,"BSk"
"Family","chthoniobacteraceae","kineosporiaceae",1,"BSk"
"Family","chthoniobacteraceae","pseudonocardiaceae",2,"BSk/BWk"
"Family","chthoniobacteraceae","nocardioidaceae",2,"BSk/EF"
"Family","chthoniobacteraceae","pirellulaceae",2,"BWh/Cfb"
"Family","chthoniobacteraceae","solirubrobacteraceae",2,"BWh/EF"
"Family","chthoniobacteraceae","ellin517",1,"BWk"
"Family","chthoniobacteraceae","hyphomicrobiaceae",2,"BWk/Cfa"
"Family","chthoniobacteraceae","gemmataceae",2,"BWk/Dwc"
"Family","chthoniobacteraceae","clostridiaceae",1,"Cfa"
"Family","chthoniobacteraceae","paenibacillaceae",1,"Cfa"
"Family","chthoniobacteraceae","sinobacteraceae",1,"Cfa"
"Family","chthoniobacteraceae","methylocystaceae",1,"Cfb"
"Family","chthoniobacteraceae","unassigned",2,"Cfb/Cwb"
"Family","chthoniobacteraceae","cytophagaceae",1,"Csa"
"Family","chthoniobacteraceae","syntrophobacteraceae",2,"Csa/Dfa"
"Family","chthoniobacteraceae","frankiaceae",1,"Csb"
"Family","chthoniobacteraceae","mariprofundaceae",1,"Csb"
"Family","chthoniobacteraceae","sporichthyaceae",2,"Csb/Dfa"
"Family","chthoniobacteraceae","opb35",1,"Cwb"
"Family","chthoniobacteraceae","gaiellaceae",2,"Cwb/Dfc"
"Family","chthoniobacteraceae","ellin6075",1,"Dfa"
"Family","chthoniobacteraceae","htcc2089",1,"Dfa"
"Family","chthoniobacteraceae","koribacteraceae",1,"Dfa"
"Family","chthoniobacteraceae","gemmatimonadaceae",1,"Dfb"
"Family","chthoniobacteraceae","ellin5301",2,"Dfb/ET"
"Family","chthoniobacteraceae","intrasporangiaceae",1,"Dfc"
"Family","chthoniobacteraceae","rhodospirillaceae",1,"Dfc"
"Family","chthoniobacteraceae","geobacteraceae",2,"Dfc/EF"
"Family","chthoniobacteraceae","nakamurellaceae",1,"Dwb"
"Family","chthoniobacteraceae","planococcaceae",1,"Dwb"
"Family","chthoniobacteraceae","leptospirillaceae",2,"Dwb/Dwc"
"Family","chthoniobacteraceae","rhodobiaceae",1,"Dwc"
"Family","chthoniobacteraceae","micromonosporaceae",1,"EF"
"Family","chthoniobacteraceae","microbacteriaceae",2,"EF/ET"
"Family","chthoniobacteraceae","kouleothrixaceae",1,"ET"
"Family","chthoniobacteraceae","leptospiraceae",1,"ET"
"Family","chthoniobacteraceae","pseudomonadaceae",1,"ET"
"Family","chthoniobacteraceae","xanthomonadaceae",1,"ET"
"Family","chthonomonadaceae","rhizobiaceae",1,"Af"
"Family","chthonomonadaceae","verrucomicrobiaceae",1,"Af"
"Family","chthonomonadaceae","comamonadaceae",1,"Aw"
"Family","chthonomonadaceae","isosphaeraceae",1,"Aw"
"Family","chthonomonadaceae","polyangiaceae",1,"Aw"
"Family","chthonomonadaceae","hyphomicrobiaceae",1,"BSh"
"Family","chthonomonadaceae","mycobacteriaceae",2,"BSh/BSk"
"Family","chthonomonadaceae","gaiellaceae",2,"BSh/Dwb"
"Family","chthonomonadaceae","conexibacteraceae",1,"BSk"
"Family","chthonomonadaceae","sphingobacteriaceae",2,"BSk/Dwb"
"Family","chthonomonadaceae","micrococcaceae",1,"Cfb"
"Family","chthonomonadaceae","ellin6075",1,"Csb"
"Family","chthonomonadaceae","eb1017",1,"Cwb"
"Family","chthonomonadaceae","pirellulaceae",3,"Cwb/EF/ET"
"Family","chthonomonadaceae","kouleothrixaceae",1,"Dfb"
"Family","chthonomonadaceae","rhodospirillaceae",1,"Dfb"
"Family","chthonomonadaceae","solibacteraceae",2,"Dfb/EF"
"Family","chthonomonadaceae","ellin515",1,"Dfc"
"Family","chthonomonadaceae","ellin5301",1,"Dfc"
"Family","chthonomonadaceae","haliangiaceae",1,"Dfc"
"Family","chthonomonadaceae","iamiaceae",1,"Dfc"
"Family","chthonomonadaceae","xanthomonadaceae",2,"Dfc/ET"
"Family","chthonomonadaceae","planctomycetaceae",1,"Dwb"
"Family","clostridiaceae","koribacteraceae",1,"Af"
"Family","clostridiaceae","planctomycetaceae",1,"Af"
"Family","clostridiaceae","gemmataceae",1,"Aw"
"Family","clostridiaceae","kouleothrixaceae",1,"Aw"
"Family","clostridiaceae","isosphaeraceae",2,"Aw/BSh"
"Family","clostridiaceae","intrasporangiaceae",2,"Aw/Cfa"
"Family","clostridiaceae","sinobacteraceae",2,"Aw/Dfc"
"Family","clostridiaceae","dolo_23",1,"BSh"
"Family","clostridiaceae","syntrophobacteraceae",1,"BSk"
"Family","clostridiaceae","streptomycetaceae",2,"BSk/Cwb"
"Family","clostridiaceae","haliangiaceae",2,"BSk/Dfb"
"Family","clostridiaceae","flavobacteriaceae",2,"BSk/EF"
"Family","clostridiaceae","hyphomonadaceae",2,"BSk/EF"
"Family","clostridiaceae","conexibacteraceae",2,"BSk/ET"
"Family","clostridiaceae","ellin6075",1,"BWk"
"Family","clostridiaceae","paenibacillaceae",2,"Cfa/Dfc"
"Family","clostridiaceae","clostridiaceae",1,"Cfb"
"Family","clostridiaceae","eb1017",1,"Cfb"
"Family","clostridiaceae","geodermatophilaceae",1,"Cfb"
"Family","clostridiaceae","hyphomicrobiaceae",1,"Cfb"
"Family","clostridiaceae","planococcaceae",1,"Cfb"
"Family","clostridiaceae","mycobacteriaceae",2,"Cfb/Dfb"
"Family","clostridiaceae","xanthomonadaceae",2,"Cfb/Dfc"
"Family","clostridiaceae","micrococcaceae",2,"Cfb/Dwc"
"Family","clostridiaceae","verrucomicrobiaceae",2,"Cfb/ET"
"Family","clostridiaceae","frankiaceae",1,"Csb"
"Family","clostridiaceae","gemmatimonadaceae",1,"Csb"
"Family","clostridiaceae","myxococcaceae",1,"Csb"
"Family","clostridiaceae","nannocystaceae",1,"Csb"
"Family","clostridiaceae","rhizobiaceae",2,"Csb/Dfb"
"Family","clostridiaceae","solibacteraceae",2,"Csb/ET"
"Family","clostridiaceae","polyangiaceae",1,"Cwb"
"Family","clostridiaceae","ellin515",2,"Cwb/Dwb"
