Taxa	ClimateZone	nTaxa	degree	between	close	eigenv	Kingdom	Phylum	Class	Order	Family	Genus	Species
Taxa10	Af	114	0.0189058728881738	0.0310811975634985	6.36489417922881	0.0509600091794636	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
Taxa10	BSk	114	0.0287610619469027	0.0609197218710493	2.84198371410327	0.00480060370677766	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
Taxa100	BSh	114	0.0210176991150442	0.0389933628318584	2.16810377354441	0.0137049776675967	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	BSk	114	0.0100038476337053	0.00977024130159952	1.64693029159046	0.134340825371763	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Dfa	114	0.00848082595870207	0.00525442477876106	7.19696571863674	0.0174235427517708	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Dfb	114	0.0146210080800308	0.017465508712142	8.7347797543397	0.050933069969389	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Csb	114	0.0132743362831858	0.0200201485461441	4.64618174115126	0.00130112519127623	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Dwb	114	0.0153392330383481	0.0269700800674252	4.56996541543481	0.00351172918193739	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Am	114	0.021783526208305	0.0147512885344744	2.8883170201638	0.0148685285068777	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Cfa	114	0.00589970501474926	0.00683031324624245	6.05014546190209	5.31224597444635e-05	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Cwb	114	0.012094395280236	0.0107458912768647	8.39088289968746	0.00122287274567348	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Dwc	114	0.0124698310539019	0.0207734743132973	3.82194336764233	0.00595306130386066	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	ET	114	0.0193847450484619	0.050779603876949	3.46443445279535	0.00676969949417216	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Dfc	114	0.0348451327433628	0.096466103034134	3.14165954836492	0.0158657467523021	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Aw	114	0.0100038476337053	0.0130544715000275	7.97202307292101	5.88305409649334e-06	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Af	114	0.0135072193758733	0.0279792401357376	4.33310126463471	0.00256588820988614	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa100	Cfb	114	0.0170670037926675	0.0114795918367347	3.46957478983943	0.0502385300282491	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin515	g__	s__
Taxa101	Aw	114	0.038716814159292	0.0914388432364096	3.53370630031018	0.0931275509466496	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Cfb	114	0.0235988200589971	0.0254846186262115	3.18302907119968	2.88853921499441e-05	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Dfa	114	0.0156168662155128	0.0130233509332937	56.6976470468594	0.00568441983478314	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Af	114	0.0337389380530973	0.0970883375474083	4.17023088301726	0.00111836391236188	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Dfb	114	0.015836050302748	0.0237707099607426	7.86636167257716	0.00431973671071869	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Dwb	114	0.00632111251580278	0.00143730058395039	2.45092355963986	0.011652280183121	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Cfa	114	0.0135346173867777	0.00766899680226073	5.01527103640601	0.07440278239932	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	BSk	114	0.0187402394586153	0.0430486353833569	2.54557567055285	0.0427232285196096	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Am	114	0.031672100605496	0.0408377137534101	4.42645273559203	0.190169347109192	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Csb	114	0.0167158308751229	0.0187262958280657	4.49979054559509	0.000322994923261135	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Dwc	114	0.0108161258603736	0.0121330243011659	2.79555767460494	0.138984330026136	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	BSh	114	0.00976502898992981	0.0139500414141854	3.36763071495677	0.0937283052097383	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	ET	114	0.0221238938053097	0.0336240087346282	2.89581170698471	0.0484056645876392	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa101	Dfc	114	0.0142576204523107	0.0061543053799691	11.9871554359616	0.000614229547500483	k__Bacteria	p__Acidobacteria	c__Acidobacteria-5	o__	f__	g__	s__
Taxa102	Am	114	0.0261061946902655	0.06201801517067	5.10241298021624	0.0209320086605273	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Dwc	114	0.0229283990345937	0.0519193196184347	3.18408413487641	0.00961558206506307	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Aw	114	0.0218636127017179	0.0578753625343943	3.31901653655279	0.0122628787001636	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Cwb	114	0.00632111251580278	0.00121907169947625	5.12088986465037	0.0014970188946863	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Af	114	0.0213430504945341	0.0451587714731911	6.05411984173675	0.00263505448219187	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Csb	114	0.0224188790560472	0.0358617783396545	4.14462696703888	0.0366720358153511	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	ET	114	0.018468641785302	0.0273319408563733	2.13933802678542	0.000671078593464501	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Dfc	114	0.0423514538558786	0.132212840888568	3.47921532298577	0.0431923213393283	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Dfb	114	0.0238257317903336	0.0416099387338325	3.46271486765478	0.0149888298256429	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Cfa	114	0.0425884955752212	0.0795472503160556	6.0944213090771	0.0229531615032262	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Dwb	114	0.013716814159292	0.00673988621997472	3.42957962605404	3.91881555909845e-05	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Cfb	114	0.0230088495575221	0.020417193426043	5.43220985037265	0.0032110510832886	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	BSk	114	0.0193847450484619	0.0213036542050449	3.07850713572667	0.0225488471297166	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa102	Dfa	114	0.0294985250737463	0.0459018120522545	6.93755819713085	0.012088402904502	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Afifella	s__
Taxa103	BSh	114	0.0176991150442478	0.0440897597977244	3.96756908512759	0.0193761546177737	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	BSk	114	0.0234085069940051	0.0240049345458994	2.05994193964195	0.0709036643067363	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Cfa	114	0.0181907571288102	0.0251703188650091	10.8419079047505	0.0014967026958584	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Csb	114	0.0110619469026549	0.00719684997892963	3.03546004267726	0.053577772048734	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Aw	114	0.00927096502317741	0.0101137800252844	3.73102640282418	0.00179460657642915	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Cwb	114	0.0108723135271808	0.00485371139606285	7.17902395427112	0.0334843560848347	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Dfc	114	0.0199115044247788	0.0280973451327434	3.54126954725202	0.00380569478061551	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Dwb	114	0.019358407079646	0.0232103350189633	3.19798629721876	0.000669319271053353	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Am	114	0.0229283990345937	0.0641377427881853	3.25175047736079	0.00820166954718934	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Dfa	114	0.0307405682347462	0.0519994676957882	5.10568878348165	0.0509352911749578	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Dwc	114	0.00265486725663717	0	27.5651854637801	2.92100147393608e-05	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Cfb	114	0.0160901045856798	0.0534995977473854	8.59112568279239	0.011012786139292	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Dfb	114	0.015732546705998	0.0244855316757972	5.60624494569163	0.0250499289991835	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	Af	114	0.0139064475347661	0.0309659261934862	2.91137744908719	0.00425357287437269	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa103	ET	114	0.0176991150442478	0.017330383480826	2.23638253949523	0.123042137767084	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria				
Taxa104	Am	114	0.00884955752212389	0.00324421804119878	3.10759803653839	0.0223634769872526	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Aw	114	0.0199115044247788	0.0541146491782554	8.26434954888339	0.00010918817179485	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Dfb	114	0.0200076952674105	0.0373770131369208	14.9564225417687	0.000435129185445521	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Af	114	0.0168141592920354	0.0217525284450063	3.0939046858206	0.00908125096758812	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Cwb	114	0.0219811590065658	0.025906365972024	4.71748459959188	0.00248765522474856	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Dwb	114	0.010211027910143	0.0314232227949042	4.63806680347	0.0114346365807721	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	BSk	114	0.0137659783677483	0.00617186402584633	2.86175139129264	0.061879140020795	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Cfa	114	0.00838379133674895	0.0203939051167742	8.24749839626208	8.08394307416955e-07	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Dwc	114	0.0240202275600506	0.0346381915598098	4.58401112225478	0.0127674825710264	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Dfc	114	0.0317542946382093	0.106380605339481	3.32422272128497	0.0116464021496621	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Dfa	114	0.0149761742682097	0.00306330837304289	8.6758663373357	0.0167439275576923	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Cfb	114	0.0228613569321534	0.0234671302149178	6.06549625143489	6.24688853898065e-05	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa104	Csb	114	0.0143805309734513	0.011042193426043	4.51528283179261	0.000625652645578302	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
Taxa105	Aw	114	0.021783526208305	0.0421873480501799	2.63728195680559	0.0290857344624418	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	BWh	114	0.0132743362831858	0.000484480005323042	3.15470342063033	6.47160473677455e-17	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Cfa	114	0.00953029271613342	0.00436399883302538	10.4675803706729	0.000763482338577912	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Cwb	114	0.0139880102769055	0.0207322295175564	4.32553961013345	0.000116578575475143	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	BWk	114	0.0122532334921715	0.00114995623845181	5.31726473736921	4.12352361360673e-17	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Dwc	114	0.0146210080800308	0.0149851591271368	5.50241776841842	0.00265633724200788	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Dfa	114	0.00695322376738306	0.00251715730540004	74.964898381472	0.043969448905691	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	BSh	114	0.0079646017699115	0.000869152970922882	2.20025621116667	0.152125704013006	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	BSk	114	0.0186306474149977	0.0324539224166611	5.04469436408269	0.00176076314727265	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Dfb	114	0.015732546705998	0.0114131198201995	1.99944739297296	0.00651741151134864	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Cfb	114	0.0192608016657991	0.0510708708262066	3.10619458964063	0.00461996445317216	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Csb	114	0.012291052114061	0.0115711476330945	2.36929061582397	0.313192776856399	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	ET	114	0.0191150442477876	0.0490139064475348	3.01210713844802	0.00465557133813926	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Af	114	0.0232300884955752	0.0754187737041719	6.34727087160638	0.00600464264187019	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Dfc	114	0.038558786346397	0.089680783817952	2.95085406563127	0.169667558504111	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Dwb	114	0.0132743362831858	0.00340478105964832	7.53866418826935	0.00201765137528475	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa105	Am	114	0.0353982300884956	0.118165297092288	3.89025471327072	0.0378722342690324	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	BSk	114	0.0172777075431943	0.0138387213292397	2.12397908632642	0.146084915538795	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Csb	114	0.0163716814159292	0.0107853982300885	13.1363707884304	0.0879255931348475	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Dfc	114	0.0229283990345937	0.0552235375244225	3.79138660812159	0.0647949973708675	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Aw	114	0.0140551795939615	0.0115918048635383	3.29628607916398	0.0319648480643808	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Af	114	0.0216322517207473	0.0580488832701222	3.76098667519407	0.00255947122808685	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Dfa	114	0.00849557522123894	0.00378002528445006	11.2766278810871	2.32466774922882e-05	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Cwb	114	0.0205538110191265	0.023357530280168	2.73319669630222	0.238515540691017	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Dwc	114	0.0235988200589971	0.0451207031485161	6.554466179818	0.0163399421921461	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	ET	114	0.0320796460176991	0.0967228982300885	2.61454774140522	0.00787966922534107	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Cfa	114	0.0126422250316056	0.0114984046716032	7.36035527324052	0.000261806467029254	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Cfb	114	0.0176991150442478	0.0544173421581022	10.1078408620623	0.00395292443965669	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Dfb	114	0.0104585679806919	0.0162481323985749	2.96409571003368	0.000256773837977081	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	BSh	114	0.0231774125579435	0.0349241466498104	3.11829292020627	0.00705335993900947	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa106	Dwb	114	0.0119469026548673	0.0224241466498104	7.97379617374892	0.00234599176059851	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
Taxa107	BSk	114	0.0334744132358599	0.100533172099159	2.65034900220873	3.18698068105366e-05	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	f__	g__	s__
Taxa107	BWk	114	0.00731563421828909	0	2.08137758009344	0.0142847787329519	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	f__	g__	s__
Taxa107	Dfc	114	0.024219841639497	0.0522157162818551	3.35711075531757	0.0045640264511756	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	f__	g__	s__
Taxa107	Dwb	114	0.0169911504424779	0.0292920353982301	2.28536544089756	0.0309799902924508	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	f__	g__	s__
