"level","from","to","No of ClimateZones","ClimateZones"
"Phylum","nitrospirae","proteobacteria",18,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","chloroflexi",18,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","verrucomicrobia",18,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","firmicutes",18,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","firmicutes","proteobacteria",18,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","gemmatimonadetes",18,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","elusimicrobia","verrucomicrobia",18,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","gemmatimonadetes",17,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","gemmatimonadetes",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","elusimicrobia",17,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","nitrospirae","planctomycetes",17,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","cyanobacteria","proteobacteria",17,"Af, Am, Aw, BSh, BSk, BWh, BWk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","gemmatimonadetes","gemmatimonadetes",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","elusimicrobia",17,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","nitrospirae",17,"Af, Am, Aw, BSh, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","nitrospirae","verrucomicrobia",17,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","firmicutes","verrucomicrobia",17,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","gemmatimonadetes","planctomycetes",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","elusimicrobia","proteobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","proteobacteria","ws3",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","proteobacteria","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","elusimicrobia","planctomycetes",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","gemmatimonadetes",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","gemmatimonadetes","verrucomicrobia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","chloroflexi",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","armatimonadetes","proteobacteria",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","nitrospirae",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","ws3",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","firmicutes",16,"Af, Am, Aw, BSh, BSk, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","elusimicrobia","elusimicrobia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","armatimonadetes","planctomycetes",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","elusimicrobia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","elusimicrobia",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","planctomycetes","unassigned",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","armatimonadetes",16,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","planctomycetes","ws3",15,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","firmicutes","planctomycetes",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","armatimonadetes","bacteroidetes",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","bacteroidetes","ws3",15,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","armatimonadetes",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","gemmatimonadetes","nitrospirae",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","acidobacteria","unassigned",15,"Af, Am, Aw, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","firmicutes",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","cyanobacteria",15,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfc, Dwb, Dwc, EF, ET"
"Phylum","cyanobacteria","planctomycetes",15,"Af, Am, Aw, BSh, BSk, BWk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","firmicutes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","cyanobacteria","verrucomicrobia",15,"Af, Am, Aw, BSk, BWh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Phylum","chlorobi","proteobacteria",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","verrucomicrobia","ws3",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","actinobacteria","cyanobacteria",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwc, EF, ET"
"Phylum","elusimicrobia","gemmatimonadetes",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","acidobacteria","chlorobi",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chlorobi","verrucomicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","ws3",14,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dwb, Dwc, EF, ET"
"Phylum","nitrospirae","nitrospirae",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","armatimonadetes","elusimicrobia",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, EF, ET"
"Phylum","firmicutes","gemmatimonadetes",13,"Af, Am, Aw, BSk, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","bacteroidetes","cyanobacteria",13,"Af, Am, Aw, BSk, BWk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, ET"
"Phylum","chloroflexi","unassigned",13,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dwb, Dwc, ET"
"Phylum","fbp","proteobacteria",13,"Af, Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfc, Dwc, EF, ET"
"Phylum","elusimicrobia","nitrospirae",13,"Am, Aw, BSh, BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","chlorobi","planctomycetes",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwb, Dwc, ET"
"Phylum","od1","proteobacteria",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","fcpu426","proteobacteria",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","actinobacteria","chlorobi",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, EF, ET"
"Phylum","armatimonadetes","verrucomicrobia",12,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","actinobacteria","unassigned",12,"Af, Aw, BSh, BSk, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","nitrospirae",12,"Af, Am, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","acidobacteria","fcpu426",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","armatimonadetes","gemmatimonadetes",12,"Af, BSh, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","fcpu426","planctomycetes",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","bacteroidetes","chlorobi",11,"Af, Am, Aw, BSk, Cfa, Cfb, Dfa, Dfb, Dfc, EF, ET"
"Phylum","acidobacteria","fbp",11,"Af, Am, Aw, BSh, BSk, BWk, Cfb, Csb, Cwb, Dfc, Dwc"
"Phylum","bacteroidetes","unassigned",11,"Af, Aw, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","fibrobacteres","proteobacteria",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","unassigned","verrucomicrobia",11,"Af, Am, Aw, Cfa, Cfb, Csb, Cwb, Dfb, Dfc, Dwb, ET"
"Phylum","bacteroidetes","fbp",11,"Af, Am, Aw, BSk, Cfa, Cfb, Cwb, Dfa, Dfc, Dwc, EF"
"Phylum","proteobacteria","spirochaetes",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, Dwc"
"Phylum","acidobacteria","od1",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","bacteroidetes","fcpu426",11,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","chloroflexi","cyanobacteria",11,"Am, Aw, BSh, BSk, Cfb, Csb, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","chloroflexi","ws3",10,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfa, Dwb, Dwc"
"Phylum","chlorobi","elusimicrobia",10,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfc, Dwb, Dwc, ET"
"Phylum","od1","planctomycetes",10,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfc, Dwc, ET"
"Phylum","nitrospirae","ws3",10,"Af, Am, Aw, Cfa, Cfb, Cwb, Dfa, Dfb, Dfc, Dwc"
"Phylum","gemmatimonadetes","ws3",10,"Af, Aw, BSk, Cfa, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","armatimonadetes","chloroflexi",10,"Af, Aw, BSh, BSk, Cfa, Cfb, Csb, Dfb, Dfc, ET"
"Phylum","elusimicrobia","firmicutes",9,"Af, Am, Aw, BSh, BSk, Cfa, Dfa, Dfc, Dwb"
"Phylum","actinobacteria","fbp",9,"Af, Am, BWh, Cfa, Cfb, Cwb, Dfb, EF, ET"
"Phylum","fbp","planctomycetes",9,"Af, Am, BSh, BSk, Cfa, Csb, Cwb, Dfb, EF"
"Phylum","cyanobacteria","firmicutes",9,"Af, Am, BSh, BSk, Cfa, Csb, Cwb, Dwc, ET"
"Phylum","bacteroidetes","od1",9,"Af, Aw, Cfa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Phylum","bacteroidetes","spirochaetes",9,"Af, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","fbp","verrucomicrobia",9,"Af, Am, Aw, BWh, BWk, Csb, Dfc, Dwc, ET"
"Phylum","cyanobacteria","cyanobacteria",9,"Am, Aw, BSk, BWk, Dfa, Dfb, Dfc, Dwc, EF"
"Phylum","elusimicrobia","ws3",9,"BSk, Cfa, Cfb, Csb, Cwb, Dfa, Dfb, Dfc, EF"
"Phylum","spirochaetes","verrucomicrobia",8,"Af, Aw, BSk, Cfa, Cfb, Dfa, Dfc, ET"
"Phylum","acidobacteria","spirochaetes",8,"Af, Am, Aw, Cfb, Csb, Dfc, Dwc, ET"
"Phylum","acidobacteria","fibrobacteres",8,"Af, Cfa, Csb, Dfa, Dfc, Dwb, Dwc, ET"
"Phylum","chlorobi","gemmatimonadetes",8,"Aw, BSk, Cfb, Csb, Dfb, Dfc, Dwc, EF"
"Phylum","actinobacteria","fcpu426",8,"Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Phylum","planctomycetes","spirochaetes",7,"Af, Am, Aw, Dfa, Dwb, Dwc, EF"
"Phylum","cyanobacteria","gemmatimonadetes",6,"Af, Am, Cfa, Csb, Dfb, ET"
"Phylum","actinobacteria","od1",6,"Af, Aw, Csb, Dfb, Dfc, ET"
"Phylum","chlorobi","nitrospirae",6,"Af, Aw, Cfa, Dfa, Dfc, Dwc"
"Phylum","nitrospirae","unassigned",6,"Af, Am, Aw, Cfb, Dfa, Dfb"
"Phylum","fibrobacteres","planctomycetes",6,"Af, BSk, Csb, Dfb, Dwb, ET"
"Phylum","chloroflexi","spirochaetes",6,"Af, Am, BSk, Cfa, Dwb, ET"
"Phylum","fcpu426","verrucomicrobia",6,"Af, Cfa, Cfb, Csb, Dfc, Dwc"
"Phylum","gemmatimonadetes","unassigned",6,"Af, Aw, Cfa, Dfb, Dfc, Dwb"
"Phylum","fibrobacteres","verrucomicrobia",6,"Af, Cfa, Csb, Dfc, Dwb, Dwc"
"Phylum","od1","verrucomicrobia",6,"Am, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","chlorobi","chloroflexi",6,"Aw, Csb, Dfb, Dfc, Dwb, ET"
"Phylum","elusimicrobia","unassigned",6,"Aw, BSk, Cfa, Dwb, Dwc, EF"
"Phylum","cyanobacteria","nitrospirae",5,"Af, Cfb, Csb, Dfb, EF"
"Phylum","armatimonadetes","firmicutes",5,"Af, Aw, Cfb, Dwb, ET"
"Phylum","chloroflexi","od1",5,"Am, Aw, Dfa, Dwb, Dwc"
"Phylum","unassigned","ws3",5,"Am, BSh, Cfa, Dfb, Dfc"
"Phylum","actinobacteria","spirochaetes",5,"Aw, Dfb, Dwb, Dwc, ET"
"Phylum","chloroflexi","fbp",5,"Aw, BSk, Csb, Dfb, Dfc"
"Phylum","armatimonadetes","armatimonadetes",5,"Aw, Cfa, Cfb, Dfa, Dfb"
"Phylum","cyanobacteria","elusimicrobia",5,"BSh, BSk, Cfb, Dfb, EF"
"Phylum","fibrobacteres","gemmatimonadetes",5,"BSk, Cfa, Dfb, Dfc, Dwc"
"Phylum","bacteroidetes","fibrobacteres",5,"Cfa, Cfb, Dfa, Dfb, Dwc"
"Phylum","elusimicrobia","fbp",4,"Af, Cfb, Csb, Dfb"
"Phylum","actinobacteria","fibrobacteres",4,"Af, BSk, Csb, ET"
"Phylum","armatimonadetes","fbp",4,"Af, Cfb, Cwb, ET"
"Phylum","fbp","gemmatimonadetes",4,"Am, Cwb, Dfb, Dfc"
"Phylum","chlorobi","fcpu426",4,"Am, Aw, Cfa, Cfb"
"Phylum","chloroflexi","fibrobacteres",4,"BSk, Csb, Dfc, Dwb"
"Phylum","elusimicrobia","od1",3,"Af, Aw, Dwc"
"Phylum","armatimonadetes","unassigned",3,"Af, Aw, Dfb"
"Phylum","armatimonadetes","chlorobi",3,"Af, Cfa, ET"
"Phylum","elusimicrobia","fcpu426",3,"Am, Dfb, Dwc"
"Phylum","chloroflexi","fcpu426",3,"Aw, Dfa, Dwc"
"Phylum","armatimonadetes","nitrospirae",3,"BSh, Csb, Dfa"
"Phylum","firmicutes","unassigned",3,"BSk, EF, ET"
"Phylum","cyanobacteria","ws3",3,"Cfa, Dfc, EF"
"Phylum","armatimonadetes","cyanobacteria",3,"Cfa, Csb, Dfc"
"Phylum","spirochaetes","unassigned",3,"Cfb, Dwc, EF"
"Phylum","armatimonadetes","od1",2,"Af, Aw"
"Phylum","gemmatimonadetes","od1",2,"Af, Aw"
"Phylum","chlorobi","od1",2,"Af, Cfb"
"Phylum","armatimonadetes","ws3",2,"Af, BSk"
"Phylum","fcpu426","ws3",2,"Af, Dfb"
"Phylum","gemmatimonadetes","spirochaetes",2,"Am, Aw"
"Phylum","chlorobi","ws3",2,"Am, Csb"
"Phylum","od1","unassigned",2,"Aw, Dwc"
"Phylum","spirochaetes","ws3",2,"BSk, ET"
"Phylum","elusimicrobia","fibrobacteres",2,"BSk, Dwb"
"Phylum","fibrobacteres","spirochaetes",2,"Cfa, Csb"
"Phylum","armatimonadetes","fcpu426",2,"Cfa, ET"
"Phylum","cyanobacteria","spirochaetes",2,"Cfb, EF"
"Phylum","fcpu426","od1",2,"Cfb, Dfa"
"Phylum","chlorobi","firmicutes",1,"Af"
"Phylum","nitrospirae","od1",1,"Af"
"Phylum","fcpu426","firmicutes",1,"Af"
"Phylum","armatimonadetes","spirochaetes",1,"Af"
"Phylum","chlorobi","spirochaetes",1,"Am"
"Phylum","cyanobacteria","fbp",1,"Am"
"Phylum","fbp","firmicutes",1,"Aw"
"Phylum","chlorobi","unassigned",1,"Aw"
"Phylum","armatimonadetes","fibrobacteres",1,"BSk"
"Phylum","fibrobacteres","nitrospirae",1,"Cfa"
"Phylum","chlorobi","cyanobacteria",1,"Cfa"
"Phylum","fbp","nitrospirae",1,"Csb"
"Phylum","ws3","ws3",1,"Dfa"
"Phylum","elusimicrobia","spirochaetes",1,"Dfa"
"Phylum","fcpu426","fibrobacteres",1,"Dfa"
"Phylum","cyanobacteria","unassigned",1,"Dfb"
"Phylum","fcpu426","gemmatimonadetes",1,"Dfb"
